collection,ticker,sector
SP500 Components,ETR,Utilities
SP500 Components,EOG,Energy
SP500 Components,EFX,Industrials
SP500 Components,EQIX,Real Estate
SP500 Components,EQR,Real Estate
SP500 Components,ESS,Real Estate
SP500 Components,EL,Consumer Staples
SP500 Components,ETSY,Consumer Discretionary
SP500 Components,EVRG,Utilities
SP500 Components,ES,Utilities
SP500 Components,RE,Financials
SP500 Components,EXC,Utilities
SP500 Components,EXPE,Consumer Discretionary
SP500 Components,EXPD,Industrials
SP500 Components,EXR,Real Estate
SP500 Components,XOM,Energy
SP500 Components,FFIV,Information Technology
SP500 Components,FB,Communication Services
SP500 Components,FAST,Industrials
SP500 Components,FRT,Real Estate
SP500 Components,FDX,Industrials
SP500 Components,FIS,Information Technology
SP500 Components,FITB,Financials
SP500 Components,FE,Utilities
SP500 Components,FRC,Financials
SP500 Components,FISV,Information Technology
SP500 Components,FLT,Information Technology
SP500 Components,FLIR,Information Technology
SP500 Components,FMC,Materials
SP500 Components,F,Consumer Discretionary
SP500 Components,FTNT,Information Technology
SP500 Components,FTV,Industrials
SP500 Components,FBHS,Industrials
SP500 Components,FOXA,Communication Services
SP500 Components,FOX,Communication Services
SP500 Components,BEN,Financials
SP500 Components,FCX,Materials
SP500 Components,GPS,Consumer Discretionary
SP500 Components,GRMN,Consumer Discretionary
SP500 Components,IT,Information Technology
SP500 Components,GNRC,Industrials
SP500 Components,GD,Industrials
SP500 Components,GE,Industrials
SP500 Components,GIS,Consumer Staples
SP500 Components,GM,Consumer Discretionary
SP500 Components,GPC,Consumer Discretionary
SP500 Components,GILD,Health Care
SP500 Components,GL,Financials
SP500 Components,GPN,Information Technology
SP500 Components,GS,Financials
SP500 Components,GWW,Industrials
SP500 Components,HAL,Energy
SP500 Components,HBI,Consumer Discretionary
SP500 Components,HIG,Financials
SP500 Components,HAS,Consumer Discretionary
SP500 Components,HCA,Health Care
SP500 Components,PEAK,Real Estate
SP500 Components,HSIC,Health Care
SP500 Components,HSY,Consumer Staples
SP500 Components,HES,Energy
SP500 Components,HPE,Information Technology
SP500 Components,HLT,Consumer Discretionary
SP500 Components,HFC,Energy
SP500 Components,HOLX,Health Care
SP500 Components,HD,Consumer Discretionary
SP500 Components,HON,Industrials
SP500 Components,HRL,Consumer Staples
SP500 Components,HST,Real Estate
SP500 Components,HWM,Industrials
SP500 Components,HPQ,Information Technology
SP500 Components,HUM,Health Care
SP500 Components,HBAN,Financials
SP500 Components,HII,Industrials
SP500 Components,IEX,Industrials
SP500 Components,IDXX,Health Care
SP500 Components,INFO,Industrials
SP500 Components,ITW,Industrials
SP500 Components,ILMN,Health Care
SP500 Components,INCY,Health Care
SP500 Components,IR,Industrials
SP500 Components,INTC,Information Technology
SP500 Components,ICE,Financials
SP500 Components,IBM,Information Technology
SP500 Components,IP,Materials
SP500 Components,IPG,Communication Services
SP500 Components,IFF,Materials
SP500 Components,INTU,Information Technology
SP500 Components,ISRG,Health Care
SP500 Components,IVZ,Financials
SP500 Components,IPGP,Information Technology
SP500 Components,IQV,Health Care
SP500 Components,IRM,Real Estate
SP500 Components,JKHY,Information Technology
SP500 Components,J,Industrials
SP500 Components,JBHT,Industrials
SP500 Components,SJM,Consumer Staples
SP500 Components,JNJ,Health Care
SP500 Components,JCI,Industrials
SP500 Components,JPM,Financials
SP500 Components,JNPR,Information Technology
SP500 Components,KSU,Industrials
SP500 Components,K,Consumer Staples
SP500 Components,KEY,Financials
SP500 Components,KEYS,Information Technology
SP500 Components,KMB,Consumer Staples
SP500 Components,KIM,Real Estate
SP500 Components,KMI,Energy
SP500 Components,KLAC,Information Technology
SP500 Components,KHC,Consumer Staples
SP500 Components,KR,Consumer Staples
SP500 Components,LB,Consumer Discretionary
SP500 Components,LHX,Industrials
SP500 Components,LH,Health Care
SP500 Components,LRCX,Information Technology
SP500 Components,LW,Consumer Staples
SP500 Components,LVS,Consumer Discretionary
SP500 Components,LEG,Consumer Discretionary
SP500 Components,LDOS,Industrials
SP500 Components,LEN,Consumer Discretionary
SP500 Components,LLY,Health Care
SP500 Components,LNC,Financials
SP500 Components,LIN,Materials
SP500 Components,LYV,Communication Services
SP500 Components,LKQ,Consumer Discretionary
SP500 Components,LMT,Industrials
SP500 Components,L,Financials
SP500 Components,LOW,Consumer Discretionary
SP500 Components,LUMN,Communication Services
SP500 Components,LYB,Materials
SP500 Components,MTB,Financials
SP500 Components,MRO,Energy
SP500 Components,MPC,Energy
SP500 Components,MKTX,Financials
SP500 Components,MAR,Consumer Discretionary
SP500 Components,MMC,Financials
SP500 Components,MLM,Materials
SP500 Components,MAS,Industrials
SP500 Components,MA,Information Technology
SP500 Components,MKC,Consumer Staples
SP500 Components,MXIM,Information Technology
SP500 Components,MCD,Consumer Discretionary
SP500 Components,MCK,Health Care
SP500 Components,MDT,Health Care
SP500 Components,MRK,Health Care
SP500 Components,MET,Financials
SP500 Components,MTD,Health Care
SP500 Components,MGM,Consumer Discretionary
SP500 Components,MCHP,Information Technology
SP500 Components,MU,Information Technology
SP500 Components,MSFT,Information Technology
SP500 Components,MAA,Real Estate
SP500 Components,MHK,Consumer Discretionary
SP500 Components,TAP,Consumer Staples
SP500 Components,MDLZ,Consumer Staples
SP500 Components,MPWR,Information Technology
SP500 Components,MNST,Consumer Staples
SP500 Components,MCO,Financials
SP500 Components,MS,Financials
SP500 Components,MOS,Materials
SP500 Components,MSI,Information Technology
SP500 Components,MSCI,Financials
SP500 Components,NDAQ,Financials
SP500 Components,NTAP,Information Technology
SP500 Components,NFLX,Communication Services
SP500 Components,NWL,Consumer Discretionary
SP500 Components,NEM,Materials
SP500 Components,NWSA,Communication Services
SP500 Components,NWS,Communication Services
SP500 Components,NEE,Utilities
SP500 Components,NLSN,Industrials
SP500 Components,NKE,Consumer Discretionary
SP500 Components,NI,Utilities
SP500 Components,NSC,Industrials
SP500 Components,NTRS,Financials
SP500 Components,NOC,Industrials
SP500 Components,NLOK,Information Technology
SP500 Components,NCLH,Consumer Discretionary
SP500 Components,NOV,Energy
SP500 Components,NRG,Utilities
SP500 Components,NUE,Materials
SP500 Components,NVDA,Information Technology
SP500 Components,NVR,Consumer Discretionary
SP500 Components,NXPI,Information Technology
SP500 Components,ORLY,Consumer Discretionary
SP500 Components,OXY,Energy
SP500 Components,ODFL,Industrials
SP500 Components,OMC,Communication Services
SP500 Components,OKE,Energy
SP500 Components,ORCL,Information Technology
SP500 Components,OTIS,Industrials
SP500 Components,PCAR,Industrials
SP500 Components,PKG,Materials
SP500 Components,PH,Industrials
SP500 Components,PAYX,Information Technology
SP500 Components,PAYC,Information Technology
SP500 Components,PYPL,Information Technology
SP500 Components,PENN,Consumer Discretionary
SP500 Components,PNR,Industrials
SP500 Components,PBCT,Financials
SP500 Components,PEP,Consumer Staples
SP500 Components,PKI,Health Care
SP500 Components,PRGO,Health Care
SP500 Components,PFE,Health Care
SP500 Components,PM,Consumer Staples
SP500 Components,PSX,Energy
SP500 Components,PNW,Utilities
SP500 Components,PXD,Energy
SP500 Components,PNC,Financials
SP500 Components,POOL,Consumer Discretionary
SP500 Components,PPG,Materials
SP500 Components,PPL,Utilities
SP500 Components,PFG,Financials
SP500 Components,PG,Consumer Staples
SP500 Components,PGR,Financials
SP500 Components,PLD,Real Estate
SP500 Components,PRU,Financials
SP500 Components,PTC,Information Technology
SP500 Components,PEG,Utilities
SP500 Components,PSA,Real Estate
SP500 Components,PHM,Consumer Discretionary
SP500 Components,PVH,Consumer Discretionary
SP500 Components,QRVO,Information Technology
SP500 Components,PWR,Industrials
SP500 Components,QCOM,Information Technology
SP500 Components,DGX,Health Care
SP500 Components,RL,Consumer Discretionary
SP500 Components,RJF,Financials
SP500 Components,RTX,Industrials
SP500 Components,O,Real Estate
SP500 Components,REG,Real Estate
SP500 Components,REGN,Health Care
SP500 Components,RF,Financials
SP500 Components,RSG,Industrials
SP500 Components,RMD,Health Care
SP500 Components,RHI,Industrials
SP500 Components,ROK,Industrials
SP500 Components,ROL,Industrials
SP500 Components,ROP,Industrials
SP500 Components,ROST,Consumer Discretionary
SP500 Components,RCL,Consumer Discretionary
SP500 Components,SPGI,Financials
SP500 Components,CRM,Information Technology
SP500 Components,SBAC,Real Estate
SP500 Components,SLB,Energy
SP500 Components,STX,Information Technology
SP500 Components,SEE,Materials
SP500 Components,SRE,Utilities
SP500 Components,NOW,Information Technology
SP500 Components,SHW,Materials
SP500 Components,SPG,Real Estate
SP500 Components,SWKS,Information Technology
SP500 Components,SNA,Industrials
SP500 Components,SO,Utilities
SP500 Components,LUV,Industrials
SP500 Components,SWK,Industrials
SP500 Components,SBUX,Consumer Discretionary
SP500 Components,STT,Financials
SP500 Components,STE,Health Care
SP500 Components,SYK,Health Care
SP500 Components,SIVB,Financials
SP500 Components,SYF,Financials
SP500 Components,SNPS,Information Technology
SP500 Components,SYY,Consumer Staples
SP500 Components,TMUS,Communication Services
SP500 Components,TROW,Financials
SP500 Components,TTWO,Communication Services
SP500 Components,TPR,Consumer Discretionary
SP500 Components,TGT,Consumer Discretionary
SP500 Components,TEL,Information Technology
SP500 Components,TDY,Industrials
SP500 Components,TFX,Health Care
SP500 Components,TER,Information Technology
SP500 Components,TSLA,Consumer Discretionary
SP500 Components,TXN,Information Technology
SP500 Components,TXT,Industrials
SP500 Components,TMO,Health Care
SP500 Components,TJX,Consumer Discretionary
SP500 Components,TSCO,Consumer Discretionary
SP500 Components,TT,Industrials
SP500 Components,TDG,Industrials
SP500 Components,TRV,Financials
SP500 Components,TRMB,Information Technology
SP500 Components,TFC,Financials
SP500 Components,TWTR,Communication Services
SP500 Components,TYL,Information Technology
SP500 Components,TSN,Consumer Staples
SP500 Components,UDR,Real Estate
SP500 Components,ULTA,Consumer Discretionary
SP500 Components,USB,Financials
SP500 Components,UAA,Consumer Discretionary
SP500 Components,UA,Consumer Discretionary
SP500 Components,UNP,Industrials
SP500 Components,UAL,Industrials
SP500 Components,UNH,Health Care
SP500 Components,UPS,Industrials
SP500 Components,URI,Industrials
SP500 Components,UHS,Health Care
SP500 Components,UNM,Financials
SP500 Components,VLO,Energy
SP500 Components,VTR,Real Estate
SP500 Components,VRSN,Information Technology
SP500 Components,VRSK,Industrials
SP500 Components,VZ,Communication Services
SP500 Components,VRTX,Health Care
SP500 Components,VFC,Consumer Discretionary
SP500 Components,VIAC,Communication Services
SP500 Components,VTRS,Health Care
SP500 Components,V,Information Technology
SP500 Components,VNO,Real Estate
SP500 Components,VMC,Materials
SP500 Components,WRB,Financials
SP500 Components,WAB,Industrials
SP500 Components,WMT,Consumer Staples
SP500 Components,WBA,Consumer Staples
SP500 Components,DIS,Communication Services
SP500 Components,WM,Industrials
SP500 Components,WAT,Health Care
SP500 Components,WEC,Utilities
SP500 Components,WFC,Financials
SP500 Components,WELL,Real Estate
SP500 Components,WST,Health Care
SP500 Components,WDC,Information Technology
SP500 Components,WU,Information Technology
SP500 Components,WRK,Materials
SP500 Components,WY,Real Estate
SP500 Components,WHR,Consumer Discretionary
SP500 Components,WMB,Energy
SP500 Components,WLTW,Financials
SP500 Components,WYNN,Consumer Discretionary
SP500 Components,XEL,Utilities
SP500 Components,XLNX,Information Technology
SP500 Components,XYL,Industrials
SP500 Components,YUM,Consumer Discretionary
SP500 Components,ZBRA,Information Technology
SP500 Components,ZBH,Health Care
SP500 Components,ZION,Financials
SP500 Components,ZTS,Health Care
